,Feed_Benzene,R1 dP,R1 T1,R1 T2,R1 T3,R1 T4,R1 T5,R1 T6,R1 T7,R1 T8,R1 T9,R1 T10,R2 dT1,ISOM_Feed,BENSAT_RECYCLE,Bensat_P,FLASH_VESSEL_pressure_CV_OP,ISOM_H2,Bensat_H2
timestamp,Target,103PDI5603.DACA.PV,103TI5638N.PV,103TI5633N.PV,103TI5639N.PV,103TI5634N.PV,103TI5630N.PV,103TI5635N.PV,103TI5631N.PV,103TI5636N.PV,103TI5632N.PV,103TI5637N.PV,103TI5843N.PV-103TI5836N.PV,103FIC5106N.PIDA.PV,103FI5704.PV,103PIC5711AN.PIDA.PV,103PIC5711BN.PIDA.OP,103FIC5509.PV,103FIC5510N.PIDA.PV
2024-09-04 04:00:00,3.33,1.82,116.12,118.82,117.25,118.27,121.5,123.39,123.6,126.19,127.16,127.55,8.24,108.15,200.33,16.07,12.43,3235.04,1974.63
2024-09-04 07:59:59,3.29,1.82,115.63,118.33,116.73,117.77,120.98,122.87,123.07,125.68,126.67,127.05,9.02,108.02,200.34,16.11,10.64,3241.08,2036.07
2024-09-04 12:00:00,3.29,1.83,116.32,118.98,117.44,118.49,121.66,123.49,123.74,126.25,127.43,127.8,6.75,106.24,200.4,16.07,16.61,3261.59,1846.47
2024-09-04 16:00:00,3.19,1.82,114.96,117.56,116.04,117.03,120.09,121.84,122.08,124.59,126.03,126.44,6.19,103.57,200.39,16.03,19.47,3275.1,1795.4
2024-09-04 19:59:59,3.13,1.82,115.75,118.43,116.83,117.84,121.03,122.77,122.95,125.49,126.67,127.11,6.35,105.6,200.32,15.98,16.12,3178.51,1781.02
2024-09-05 00:00:00,3.33,1.82,115.64,118.39,116.75,117.76,121.02,122.84,122.96,125.62,126.65,127.1,7.72,105.32,200.47,16.02,14.21,3212.07,1934.23
2024-09-05 04:00:00,3.04,1.83,115.76,118.52,116.81,117.83,121.1,122.78,122.89,125.51,126.76,127.26,5.66,105.39,200.3,15.99,18.61,3205.49,1722.62
2024-09-05 07:59:59,3.31,1.83,115.82,118.63,116.91,117.96,121.28,123.1,123.19,125.89,126.84,127.3,8.02,106.79,200.25,15.98,13.77,3203.93,1941.43
2024-09-05 12:00:00,3.57,1.86,114.28,116.93,115.32,116.33,119.49,121.34,121.51,124.18,125.41,125.86,9.72,108.59,200.06,16.02,13.08,3327.74,2108.01
2024-09-05 16:00:00,3.56,1.89,113.13,115.69,114.11,115.11,118.13,119.89,120.13,122.73,124.24,124.71,9.42,110.31,200.28,16.01,14.17,3378.25,2023.6
2024-09-05 19:59:59,3.36,1.91,113.86,116.53,114.83,115.82,118.99,120.66,120.8,123.45,125.01,125.58,7.11,110.17,200.52,16.01,19.14,3396.94,1861.17
2024-09-06 00:00:00,3.62,1.91,114.52,117.2,115.55,116.54,119.74,121.54,121.7,124.42,125.77,126.25,9.55,110.03,200.38,15.99,16.32,3436.15,2089.91
2024-09-06 04:00:00,3.67,1.93,113.77,116.39,114.75,115.74,118.89,120.63,120.78,123.48,125.08,125.61,8.53,109.61,200.26,16.03,19.77,3500.13,1978.02
2024-09-06 07:59:59,3.67,1.94,114.12,116.72,115.07,116.04,119.15,120.78,120.95,123.55,125.39,125.99,6.06,109.82,200.38,16.02,25.31,3500.64,1779.06
2024-09-06 12:00:00,3.51,1.93,114.14,116.73,115.13,116.11,119.19,120.92,121.13,123.75,125.41,125.91,8.12,110.06,200.38,16,20.75,3498.51,1965.73
2024-09-06 16:00:00,3.48,1.91,114.15,116.76,115.13,116.12,119.23,120.96,121.15,123.76,125.26,125.76,8,109.95,200.26,15.95,17.92,3406.72,1931.05
2024-09-06 19:59:59,3.74,1.91,114.17,116.8,115.21,116.19,119.32,121.12,121.32,123.98,125.42,125.86,9.9,109.91,200.42,16.02,15.12,3434.77,2107.88
2024-09-07 00:00:00,3.41,1.92,113.86,116.44,114.85,115.82,118.92,120.64,120.83,123.43,125.07,125.59,7.47,110.53,200.29,16.01,19.87,3454.75,1893.01
2024-09-07 04:00:00,3.39,1.93,114.12,116.73,115.12,116.09,119.23,120.96,121.16,123.79,125.37,125.9,7.73,110.96,200.4,15.99,19.53,3458.7,1906.07
2024-09-07 07:59:59,3.38,1.93,113.87,116.48,114.83,115.82,118.96,120.63,120.79,123.42,125.07,125.64,7.39,110.93,200.46,16.01,19.84,3460.01,1892.4
2024-09-07 12:00:00,3.66,1.92,114.58,117.19,115.6,116.59,119.72,121.52,121.75,124.4,125.83,126.3,9.39,110.91,200.22,16.01,16.37,3473.84,2103.74
2024-09-07 16:00:00,3.54,1.94,113.76,116.31,114.73,115.69,118.72,120.41,120.61,123.15,124.79,125.3,8.58,110.22,200.28,15.59,21.68,3557.12,2039.04
2024-09-07 19:59:59,3.41,1.96,113.84,116.4,114.82,115.79,118.84,120.51,120.71,123.29,125.2,125.76,6.57,110.01,200.4,15.97,25.92,3576.34,1804.03
2024-09-08 00:00:00,3.62,1.92,114.62,117.25,115.64,116.66,119.8,121.56,121.78,124.4,125.95,126.43,8.14,108.47,200.39,16,20.83,3501.45,1968.61
2024-09-08 04:00:00,3.5,1.9,115.35,118.03,116.38,117.42,120.62,122.39,122.59,125.21,126.67,127.14,7.23,106.91,200.34,16,22.49,3460.63,1911.12
2024-09-08 07:59:59,3.54,1.89,115.29,117.99,116.33,117.38,120.6,122.42,122.61,125.27,126.65,127.11,8.04,106.72,200.32,15.99,21.19,3484.21,2001.69
2024-09-08 12:00:00,3.4,1.89,115.01,117.69,116.05,117.08,120.24,122.01,122.22,124.86,126.35,126.83,7.2,106.99,200.38,16.01,22.1,3469.36,1908.94
2024-09-08 16:00:00,3.46,1.88,115.32,117.91,116.41,117.42,120.51,122.36,122.64,125.18,126.64,127,7.82,107.02,200.3,15.99,20.12,3451.39,1968.11
2024-09-08 19:59:59,3.41,1.9,115.01,117.63,116.11,117.11,120.21,122,122.28,124.85,126.44,126.8,7.43,107.75,200.34,16.02,21.58,3477.91,1945.48
2024-09-09 00:00:00,3.35,1.89,115.21,117.85,116.27,117.28,120.41,122.18,122.4,125.01,126.51,126.96,7.03,107.94,200.39,15.98,22,3447.59,1908.65
2024-09-09 04:00:00,3.32,1.88,115.31,117.97,116.37,117.37,120.54,122.29,122.49,125.1,126.55,127.02,6.87,107.72,200.29,16.01,20.89,3408.96,1908.41
2024-09-09 07:59:59,3.44,1.89,115.4,118.07,116.47,117.48,120.65,122.46,122.67,125.28,126.65,127.08,7.99,108.22,200.39,15.97,19.01,3403.46,1997.48
2024-09-09 12:00:00,3.61,1.89,115.12,117.79,116.22,117.24,120.41,122.26,122.49,125.12,126.39,126.8,10.01,111.19,200.28,16,13.72,3416.04,2127.91
2024-09-09 16:00:00,3.44,1.9,115.22,117.89,116.3,117.29,120.47,122.31,122.5,125.12,126.45,126.91,8.5,110.97,199.52,16,16.93,3411.43,2006.43
2024-09-09 19:59:59,3.47,1.88,115.12,117.75,116.24,117.25,120.36,122.21,122.47,125,126.43,126.81,8.71,108.8,200.45,16.02,17.32,3413.87,2041.21
2024-09-10 00:00:00,3.2,1.87,115.31,117.95,116.39,117.38,120.52,122.26,122.44,125.01,126.6,127.12,6.04,104.69,200.22,16.06,24.42,3415.19,1851.24
2024-09-10 04:00:00,2.86,1.86,115.41,118.05,116.4,117.42,120.53,122.04,122.22,124.66,126.49,127.08,3.94,103.76,200.3,16.02,27.22,3328.8,1662.83
2024-09-10 07:59:59,2.88,1.85,115.63,118.39,116.65,117.69,120.93,122.52,122.64,125.19,126.78,127.38,4.74,103.58,200.46,15.98,25.54,3303.75,1698.52
2024-09-10 12:00:00,3.24,1.9,115.67,118.4,116.72,117.77,120.98,122.82,122.99,125.63,126.85,127.36,8.18,111.11,200.53,15.83,17.99,3374.57,1961.59
2024-09-10 16:00:00,2.69,1.77,114.95,117.5,115.84,116.81,119.81,121.15,121.24,123.52,125.32,126.03,3.19,109.14,199.6,16.19,20.14,3063.15,1582.03
2024-09-10 19:59:59,1.62,1.78,117.89,120.44,118.54,119.35,122.25,122.81,122.71,124.5,126.22,127.28,0.03,108.94,198.67,16.05,31.38,2722.47,1274.8
2024-09-11 00:00:00,1.28,1.74,120.02,122.66,120.66,121.47,124.46,124.89,124.71,126.46,127.87,128.81,-0.06,108.68,194.82,16,36.58,2602.68,1274.87
2024-09-11 04:00:00,0.1,1.65,120.34,123,120.93,121.73,124.74,125.07,124.81,126.52,127.68,128.55,-0.05,105.65,190.5,15.94,36.23,2463.59,1368.99
2024-09-11 07:59:59,0.03,1.58,120.83,123.55,121.39,122.2,125.25,125.5,125.19,126.87,127.83,128.65,-0.05,105.63,190.42,16.03,28.49,2194.16,1354.54
2024-09-11 12:00:00,0.03,1.56,121.66,124.33,122.21,123.01,126,126.24,125.99,127.58,128.48,129.26,-0.11,105.86,192.28,15.95,24.12,2099.72,1374.16
2024-09-11 16:00:00,0.83,1.62,121.4,123.94,121.9,122.64,125.49,125.66,125.43,126.91,127.85,128.56,-0.12,105.75,200.67,16.01,18.69,2023.73,1362.62
2024-09-11 19:59:59,0.84,1.62,121.22,123.79,121.68,122.4,125.28,125.34,125.05,126.53,127.35,128.05,-0.11,105.44,200.49,16.04,23.45,2003.15,1356.14
2024-09-12 00:00:00,0.7,1.62,122.62,125.23,123.07,123.81,126.74,126.74,126.43,127.89,128.59,129.28,-0.1,105.38,200.37,15.98,27.34,1981.57,1384.41
2024-09-12 04:00:00,0.06,1.6,121.14,123.82,121.58,122.31,125.29,125.31,124.93,126.5,127.21,127.99,-0.06,107.02,200.39,15.96,18.6,1900.85,1365.05
2024-09-12 07:59:59,0.03,1.61,120.49,123.2,120.91,121.63,124.67,124.67,124.23,125.84,126.53,127.36,-0.05,108.47,200.47,16.02,18.26,1905.85,1365.56
2024-09-12 12:00:00,0.03,1.57,123.13,125.82,123.53,124.27,127.29,127.22,126.84,128.31,128.9,129.58,-0.09,105.64,200.53,15.99,19.76,1843.5,1428.29
2024-09-12 16:00:00,0.66,1.57,121.83,124.38,122.26,123,125.86,125.9,125.62,127.04,127.78,128.45,-0.12,105.7,200.4,16,17.13,1861.07,1363.29
2024-09-12 19:59:59,1.86,1.74,118.85,121.53,119.74,120.71,123.81,124.9,124.93,127.06,128.4,129.02,1.89,108.4,200.25,15.88,11.22,2651.15,1490
2024-09-13 00:00:00,2.84,1.85,115,117.67,116.01,117.03,120.2,121.82,121.98,124.5,125.85,126.43,5.23,109.39,200.48,16,15.65,3164.45,1634.88
2024-09-13 04:00:00,3.03,1.87,114.65,117.33,115.67,116.69,119.87,121.57,121.74,124.33,125.6,126.19,6.41,110.42,200.35,16.02,14.93,3232.75,1715.51
2024-09-13 07:59:59,3.1,1.91,114.75,117.44,115.74,116.77,119.98,121.66,121.84,124.44,125.79,126.39,6.55,111.14,200.21,15.99,17.15,3314.68,1744.29
2024-09-13 12:00:00,3.27,1.91,115.77,118.45,116.85,117.9,121.08,122.9,123.16,125.72,126.99,127.49,7.09,109.98,200.48,16,17.79,3318.85,1803.13
2024-09-13 16:00:00,3.12,1.91,115.05,117.64,116.1,117.13,120.18,121.91,122.19,124.67,126.24,126.73,6.03,109.77,200.29,16,19.58,3325.55,1704.21
2024-09-13 19:59:59,3.19,1.91,115.38,118,116.45,117.5,120.61,122.37,122.64,125.14,126.62,127.1,6.35,108.56,200.39,16.01,19.74,3337.8,1757.26
2024-09-14 00:00:00,3.2,1.91,115.61,118.28,116.65,117.69,120.87,122.59,122.8,125.35,126.76,127.3,6.27,108.62,200.33,16,19.8,3344.29,1786.46
2024-09-14 04:00:00,3.4,1.92,115.55,118.27,116.57,117.65,120.88,122.61,122.82,125.42,126.73,127.29,7.47,108.31,200.55,16.01,18.13,3384.48,1911.54
2024-09-14 07:59:59,3.11,1.92,115.35,118.05,116.28,117.3,120.5,122.01,122.13,124.66,126.46,127.15,4.8,106.01,200.38,16.04,25.01,3400.41,1736.24
2024-09-14 12:00:00,3.05,1.91,116.16,118.82,117.17,118.18,121.31,122.85,123.05,125.49,127.21,127.81,4.35,104.84,200.38,15.97,24.61,3344.44,1704.17
2024-09-14 16:00:00,3.03,1.88,115.83,118.44,116.84,117.83,120.9,122.42,122.61,125,126.66,127.23,4.47,105.25,200.14,15.97,19.97,3327.72,1745.11
2024-09-14 19:59:59,2.93,1.92,115.53,118.14,116.49,117.47,120.55,122,122.18,124.58,126.43,127.06,4.05,107.9,200.32,15.98,22.36,3295.88,1630.61
2024-09-15 00:00:00,3.15,1.92,115.8,118.49,116.81,117.82,121,122.62,122.77,125.31,126.77,127.36,5.73,109.1,200.25,15.99,18.06,3283.1,1798.73
2024-09-15 04:00:00,3.04,1.92,115.79,118.49,116.75,117.74,120.94,122.43,122.56,125.05,126.7,127.36,4.73,109.18,200.38,16.01,19.87,3278.3,1732.55
2024-09-15 07:59:59,2.89,1.94,115.34,118.08,116.22,117.21,120.42,121.77,121.8,124.33,126.19,126.98,3.79,109.13,200.43,16.01,22.47,3289.08,1643.8
2024-09-15 12:00:00,2.15,1.92,116.09,118.84,116.77,117.63,120.78,121.53,121.33,123.5,125.49,126.76,0.8,108.72,200.6,16.01,29.95,3008.44,1360.81
2024-09-15 16:00:00,1.59,1.82,119.62,122.35,120.22,121.04,124.15,124.6,124.37,126.25,127.75,128.86,0.01,108.75,200.38,16,26.97,2560.46,1357.06
2024-09-15 19:59:59,1.38,1.76,119.86,122.45,120.38,121.21,124.16,124.52,124.32,126.02,127.37,128.35,-0.02,108.93,200.47,15.98,25.14,2383.45,1363.04
2024-09-16 00:00:00,1.36,1.75,119.58,122.2,120.14,120.95,123.92,124.28,124.08,125.81,127.11,128.11,-0.03,108.99,200.32,16.04,23.79,2357.38,1345.69
2024-09-16 04:00:00,1.28,1.75,120.02,122.68,120.59,121.38,124.4,124.72,124.48,126.22,127.46,128.42,-0.07,108.77,200.41,15.99,26.6,2348.79,1329.48
2024-09-16 07:59:59,1.3,1.75,120.03,122.7,120.61,121.39,124.42,124.74,124.47,126.22,127.45,128.42,-0.08,108.9,200.35,16.01,26.39,2353.34,1344.75
2024-09-16 12:00:00,1.22,1.74,120.82,123.45,121.37,122.18,125.15,125.43,125.2,126.87,128.07,128.98,-0.15,110.16,200.35,15.99,25.9,2311.39,1371.07
2024-09-16 16:00:00,1.29,1.71,120.02,122.58,120.59,121.39,124.27,124.65,124.47,126.12,127.42,128.32,-0.06,109.59,200.4,15.97,18.44,2252.07,1342.15
2024-09-16 19:59:59,1.15,1.7,120.14,122.7,120.74,121.49,124.37,124.68,124.5,126.1,127.34,128.16,-0.09,109.3,200.41,16,22.29,2226.68,1336
2024-09-17 00:00:00,1.17,1.7,120.27,122.93,120.89,121.63,124.62,124.93,124.7,126.39,127.58,128.48,-0.1,109.56,200.39,15.98,19.67,2214.32,1366.5
2024-09-17 04:00:00,1.1,1.7,120.66,123.28,121.21,121.95,124.92,125.15,124.89,126.53,127.61,128.45,-0.11,108.55,200.44,16.04,25.23,2217.24,1376.49
2024-09-17 07:59:59,1.11,1.7,120.7,123.37,121.29,122.04,125.07,125.31,125.03,126.73,127.83,128.7,-0.07,107.99,200.47,15.99,24.05,2226.32,1384.59
2024-09-17 12:00:00,1.21,1.68,120.42,123.03,121.06,121.82,124.76,125.13,124.94,126.62,127.86,128.72,-0.16,107.62,200.32,15.87,18.42,2214.75,1374.09
2024-09-17 16:00:00,1.35,1.58,120.36,122.93,121.03,121.8,124.68,125.08,124.92,126.52,127.73,128.51,-0.04,106.79,200.48,16.08,12.97,2105.18,1451.32
2024-09-17 19:59:59,1.15,1.64,120.61,123.19,121.19,121.94,124.84,125.09,124.87,126.42,127.53,128.29,-0.08,103.44,200.3,16.03,24.59,2182.76,1367.68
2024-09-18 00:00:00,1.01,1.66,121.21,123.84,121.73,122.46,125.41,125.56,125.25,126.83,127.77,128.55,-0.1,106.51,200.28,15.99,25.42,2107.22,1383.62
2024-09-18 04:00:00,1.03,1.65,121.39,124.01,121.9,122.65,125.61,125.77,125.47,127.05,128,128.77,-0.1,106.79,200.36,15.99,21.47,2061.4,1392.15
2024-09-18 07:59:59,1.01,1.65,121.28,123.93,121.77,122.56,125.51,125.66,125.35,126.93,127.84,128.66,-0.07,106.72,200.5,16,21.36,2053.42,1414.35
2024-09-18 12:00:00,1,1.63,120.76,123.38,121.26,122.02,124.96,125.13,124.85,126.41,127.34,128.18,-0.15,106.34,200.44,15.99,18.23,2021.26,1394.81
2024-09-18 16:00:00,1.19,1.65,120.35,122.9,120.97,121.71,124.56,124.9,124.72,126.3,127.51,128.32,-0.07,107.64,200.6,15.99,14.2,2126.43,1348.52
2024-09-18 19:59:59,1.28,1.67,119.8,122.34,120.39,121.17,124.04,124.4,124.22,125.82,127.11,127.95,-0.07,107.66,200.43,16.05,16.72,2197.98,1319.11
2024-09-19 00:00:00,1.17,1.68,119.79,122.35,120.31,121.08,123.97,124.24,123.99,125.61,126.74,127.62,-0.08,107.97,200.38,16,19.84,2157.8,1293.88
2024-09-19 04:00:00,1.57,1.62,119.99,122.61,120.62,121.47,124.43,124.9,124.7,126.39,127.39,128.16,0.52,98.64,200.66,16.02,18.4,2182.37,1494.81
2024-09-19 07:59:59,1.37,1.63,119.65,122.25,120.18,120.98,123.93,124.24,124.01,125.66,126.83,127.77,-0.05,99.98,200.59,15.99,21.14,2164.08,1392.28
2024-09-19 12:00:00,1.38,1.63,119.83,122.43,120.39,121.19,124.14,124.49,124.28,125.93,127.13,128.06,-0.1,100.6,200.36,16,19.37,2187.33,1379.27
2024-09-19 16:00:00,1.46,1.67,119.88,122.45,120.52,121.28,124.2,124.63,124.45,126.12,127.47,128.35,-0.08,101.91,200.44,16,22.39,2308.88,1366.55
2024-09-19 19:59:59,1.35,1.72,119.76,122.32,120.35,121.12,124,124.38,124.2,125.83,127.19,128.05,-0.06,105.78,200.29,16.07,27.46,2377.41,1329.4
2024-09-20 00:00:00,1.34,1.71,119.87,122.47,120.47,121.24,124.18,124.57,124.36,126.07,127.39,128.33,-0.07,105.48,200.44,15.94,25.21,2340.14,1325.98
2024-09-20 04:00:00,1.49,1.7,119.74,122.36,120.38,121.19,124.17,124.64,124.46,126.25,127.67,128.65,-0.01,105.68,200.38,15.97,18,2336.83,1334.81
2024-09-20 07:59:59,1.62,1.73,119.1,121.7,119.74,120.58,123.55,124.08,123.95,125.77,127.33,128.37,0.06,105.59,200.42,15.98,18.64,2437.41,1353.53
2024-09-20 12:00:00,2.36,1.78,117.91,120.58,118.87,119.84,122.93,124.17,124.27,126.47,127.91,128.48,2.68,106.62,200.33,16,10.32,2774.44,1537.17
2024-09-20 16:00:00,2.96,1.88,115.95,118.54,117.01,118,121.06,122.69,122.91,125.32,126.89,127.39,5,107.58,200.25,16.08,18.02,3221.5,1659.12
2024-09-20 19:59:59,3.11,1.93,115.19,117.83,116.24,117.23,120.31,121.96,122.15,124.64,126.25,126.77,6.03,110.67,200.3,15.92,19.2,3428.31,1743.91
2024-09-21 00:00:00,3.05,1.98,114.77,117.42,115.75,116.7,119.8,121.34,121.46,123.98,125.95,126.63,4.92,112.09,200.27,16.02,24.42,3433.01,1579.97
2024-09-21 04:00:00,3,1.99,115.66,118.33,116.65,117.59,120.73,122.22,122.34,124.82,126.87,127.54,4.22,111.61,200.32,16.01,27.55,3448.85,1548.13
2024-09-21 07:59:59,2.98,1.99,115.36,117.97,116.31,117.27,120.35,121.83,121.94,124.44,126.54,127.22,4.03,111.72,200.32,16,27.44,3441.81,1547.21
2024-09-21 12:00:00,2.85,2,114.96,117.55,115.89,116.8,119.82,121.19,121.3,123.68,125.98,126.77,3.24,111.84,200.3,16,28.73,3443.09,1485.63
2024-09-21 16:00:00,2.92,1.96,115.33,117.87,116.29,117.24,120.22,121.66,121.82,124.18,126.39,127.08,3.48,109.13,200.52,16,28.52,3430.3,1601.06
2024-09-21 19:59:59,2.78,1.94,115.55,118.16,116.49,117.44,120.47,121.82,121.93,124.3,126.4,127.09,3.26,109.86,200.37,15.99,24.57,3294.82,1560.19
2024-09-22 00:00:00,2.65,1.96,115.39,117.99,116.23,117.17,120.21,121.43,121.46,123.77,126,126.85,2.47,110.89,200.19,16,25.39,3253.07,1468.34
2024-09-22 04:00:00,2.63,1.92,115.5,118.13,116.36,117.26,120.35,121.59,121.62,123.98,125.95,126.71,2.9,110.28,200.34,15.96,20.02,3125.35,1512.5
2024-09-22 07:59:59,2.85,1.9,116.31,118.94,117.29,118.23,121.34,122.77,122.9,125.29,126.9,127.48,4.33,109.97,200.32,15.99,15.49,3103.68,1667.28
2024-09-22 12:00:00,2.96,1.9,115.84,118.45,116.83,117.78,120.84,122.31,122.48,124.87,126.46,127.03,4.68,109.3,200.31,16,15.16,3143.1,1701.59
2024-09-22 16:00:00,2.82,1.92,115.5,118.03,116.42,117.35,120.33,121.68,121.82,124.11,126.12,126.77,3.57,109.02,200.35,16.05,19.76,3202.19,1581.48
2024-09-22 19:59:59,2.62,1.92,115.9,118.47,116.78,117.7,120.72,121.93,122.03,124.3,126.47,127.2,2.46,108.13,200.3,16,23.95,3198.11,1488.98
2024-09-23 00:00:00,2.76,1.93,115.96,118.59,116.85,117.8,120.89,122.18,122.26,124.64,126.65,127.39,3.02,107.88,200.17,16,23.84,3235.31,1561.98
2024-09-23 04:00:00,2.83,1.94,115.79,118.43,116.7,117.65,120.76,122.09,122.19,124.59,126.55,127.26,3.44,108.06,200.38,16,23.31,3258.78,1586.75
2024-09-23 07:59:59,2.21,1.96,115.79,118.38,116.46,117.28,120.27,121.06,120.9,122.97,124.91,126.03,1.19,107.01,200.34,16.19,36.06,3205.01,1383.82
2024-09-23 12:00:00,1.12,1.72,120.85,123.48,121.34,122.1,125.05,125.24,124.94,126.57,127.67,128.53,-0.09,107.16,200.49,15.94,24.71,2190.55,1346.34
2024-09-23 16:00:00,1.04,1.7,120.66,123.22,121.16,121.85,124.74,124.88,124.61,126.15,127.14,127.94,-0.08,108.17,200.5,16.04,22.03,2108.71,1318.83
2024-09-23 19:59:59,0.85,1.68,121.75,124.36,122.21,122.92,125.8,125.85,125.52,127,127.83,128.53,-0.09,108.3,200.3,15.99,25.86,2020.31,1323.47
2024-09-24 00:00:00,0.84,1.68,121.48,124.11,121.93,122.64,125.57,125.6,125.24,126.77,127.59,128.32,-0.08,108.22,200.39,16.03,25.56,2032.77,1317.65
2024-09-24 04:00:00,0.65,1.68,122.18,124.85,122.6,123.31,126.29,126.27,125.87,127.37,128.05,128.74,-0.04,108.33,200.39,15.71,25.69,1953.26,1322.41
2024-09-24 07:59:59,1.99,1.74,118.42,121.19,119.24,120.21,123.45,124.51,124.36,126.57,127.44,128.02,3.12,104.45,200.49,14.92,5.73,2342.5,1052.02
2024-09-24 12:00:00,2.53,1.85,116.21,118.92,117.03,118,121.19,122.47,122.5,124.91,126.59,127.38,3.25,107.73,200.28,15.99,16.16,2905.45,1406.94
2024-09-24 16:00:00,3.24,1.9,115.84,118.5,116.82,117.86,121.06,122.84,123.02,125.64,127,127.51,6.93,107.9,200.41,16.04,17.12,3199.1,1753.17
2024-09-24 19:59:59,3.24,1.95,114.98,117.65,115.95,116.96,120.11,121.77,121.95,124.6,126.3,126.83,6.62,108.92,200.43,15.99,22.06,3312.74,1749.97
2024-09-25 00:00:00,3,1.95,115.07,117.81,116.02,116.97,120.18,121.63,121.67,124.29,126.2,126.9,4.87,108.89,200.43,16.03,23.58,3268.75,1633.04
2024-09-25 04:00:00,2.79,1.94,115.39,118.09,116.23,117.17,120.35,121.62,121.63,124.09,126.2,127.02,3.3,108.54,200.36,16.02,24.73,3192.69,1489.79
2024-09-25 07:59:59,2.65,1.94,116.2,118.92,117.03,117.95,121.13,122.31,122.27,124.69,126.86,127.74,2.32,107.73,200.44,15.98,26.68,3160.48,1443.87
2024-09-25 12:00:00,2.63,1.82,117.5,120.16,118.36,119.3,122.41,123.55,123.58,125.82,127.67,128.36,2.23,101.4,200.68,15.76,22.91,2875.43,1588.28
2024-09-25 16:00:00,2.25,1.65,118.55,121.18,119.34,120.19,123.2,124.02,123.96,125.94,127.72,128.52,0.52,94.31,200.21,16.06,16.42,2451.21,1558.89
2024-09-25 19:59:59,1.98,1.66,117.8,120.48,118.48,119.3,122.38,123.01,122.79,124.8,126.43,127.52,0.29,92.72,200.56,16.06,14.84,2340.09,1439.68
2024-09-26 00:00:00,3.07,1.08,97.92,99.99,97.76,98.14,100.5,100.33,99.39,100.93,101.03,102.15,0.01,40.54,208.94,14.82,7.77,988.83,2853.62
2024-09-26 04:00:00,5.65,0.73,63.91,64.98,63.42,63.58,64.83,64.54,63.68,64.49,63.95,64.58,-0.3,-0.98,227.13,11.86,0,0,4277
2024-09-26 07:59:59,5.4,1,46.12,46.64,45.72,45.88,46.53,46.42,45.96,46.33,46.08,46.45,-0.15,-1.12,228.3,15.75,1.64,0,4277
2024-09-26 12:00:00,5.65,0.37,42.33,42.76,42.33,42.56,43.03,42.99,42.64,42.88,42.74,43.01,0.19,-1.44,93.88,15.98,0.97,0,3176.44
2024-09-26 16:00:00,5.65,0,38.56,38.83,39.77,40.99,41.56,42.63,42.35,42.57,42.55,42.83,-0.2,-1.44,29.44,16.02,0.47,0,901.66
2024-09-26 19:59:59,5.65,-0.03,38.11,38.55,39.21,40.38,41.11,42.39,42.11,42.44,42.36,42.7,0.02,1.7,34.13,15.99,0.42,0,184.49
2024-09-27 00:00:00,5.65,-0.03,38,38.58,39.12,40.23,41.09,42.19,41.9,42.33,42.18,42.56,0.45,-1.44,38.23,16,0.78,0,188.16
2024-09-27 04:00:00,5.65,-0.05,37.92,38.59,39.09,40.14,41.04,42.02,41.78,42.2,42.06,41.98,1.43,-1.44,41.89,15.99,0.27,0,177.45
2024-09-27 07:59:59,5.65,-0.05,37.74,38.57,38.95,39.97,40.92,41.8,41.57,42.05,41.81,40.86,2.41,-1.44,44.94,15.99,0.35,0,158.77
2024-09-27 12:00:00,5.65,-0.03,37.55,38.51,38.85,39.81,40.75,41.58,41.34,41.89,40.96,40.61,2.77,-1.44,46.58,16,0.8,0,158.27
2024-09-27 16:00:00,5.65,0.28,60.98,61.65,60.02,60.26,61.24,61.02,60.49,60.83,60.52,60.92,2.89,-1.44,173.36,15.96,0.99,0,159.77
2024-09-27 19:59:59,5.65,0.38,59.35,60.27,58.86,59.08,60.16,59.9,59.15,59.9,59.3,59.99,2.87,-1.44,181.01,16,0.8,0,160.04
2024-09-28 00:00:00,5.65,0.4,38.18,38.39,37.79,37.97,38.31,38.27,38.03,38.19,38.06,38.32,2.78,-1.44,180.6,16,0.8,0,164.74
2024-09-28 04:00:00,5.65,0.4,34.99,35.15,34.66,34.83,35.05,35.05,34.89,34.94,34.91,35.08,2.97,-1.44,180.53,16,0.8,0,163.77
2024-09-28 07:59:59,5.65,0.4,35.04,35.19,34.69,34.86,35.1,35.08,34.91,34.97,34.93,35.11,3.09,-1.44,180.47,16,0.8,0,177.98
2024-09-28 12:00:00,5.65,0.4,35.2,35.33,34.84,35.01,35.24,35.23,35.08,35.11,35.09,35.26,3.09,-1.44,180.46,16,0.8,0,183.01
2024-09-28 16:00:00,5.65,0.42,70.39,71.64,69.83,70.09,71.4,70.74,70.09,70.43,70.24,70.6,2.7,-1.44,183.12,16.02,1.42,0,177.87
2024-09-28 19:59:59,5.65,0.56,107.83,109.84,107.05,107.31,109.61,108.38,107.35,108.19,107.59,108.29,2.38,1.28,190.27,16.01,6.84,0,190.11
2024-09-29 00:00:00,5.65,0.61,106.19,108.17,105.44,105.68,107.94,106.77,105.72,106.62,105.97,106.7,2.19,50.32,190.33,16.03,11.41,0,192.5
2024-09-29 04:00:00,5.65,0.61,108.97,111.04,108.21,108.47,110.83,109.57,108.51,109.42,108.75,109.5,2.08,58.52,190.51,15.96,11.61,0,198.64
